"	meat deli","4","13","3","22","6","23","8","14","12","8","8","16","20","17","4","3","7","6","2","6","6","6","8","6","2","33","18","8","12","13","9","6","27","10","9","2","10","4","17","11","18","3","9","0","17","8","11","11","9","9","5","5","15","5","11","2","1","6","10","6","3","1","9","5","1","3","3","3","6","18","1","1","5","7","4","19","10","2","4","3","3","13","7","4","2","4","2","4","8","3","1"
"	măng cụt","29","16","10","19","9","10","7","5","10","14","16","18","13","16","9","18","10","7","16","13","13","5","6","12","7","23","17","11","11","15","29","18","9","6","12","12","3","11","4","27","10","3","2","4","15","18","6","3","12","6","13","6","7","7","10","5","16","4","1","2","2","4","7","0","4","4","8","3","0","2","0","7","1","0","1","6","1","0","3","1","0","3","1","2","0","1","2","1","0","1","0"
"	sữa chua","17","13","5","2","22","11","1","7","5","5","9","17","7","4","2","16","2","2","8","9","4","0","18","7","9","12","6","17","9","8","6","12","5","1","5","3","5","2","5","12","28","5","11","1","18","8","5","5","0","2","0","10","3","8","9","0","2","7","6","10","0","1","6","10","15","24","9","13","1","6","12","21","0","15","1","6","8","2","19","6","14","4","2","21","8","7","6","5","16","17","4"
"	cua","3","10","2","4","32","9","6","3","1","5","0","13","5","9","4","2","5","9","1","6","3","5","1","2","6","21","3","6","6","15","3","5","8","22","12","7","2","6","23","11","7","0","0","9","15","4","14","4","3","2","5","9","18","10","10","2","5","4","33","25","12","18","6","4","3","14","1","10","23","6","7","7","6","11","19","7","4","5","11","6","3","3","3","1","4","1","19","15","9","3","7"
"	big c - trường chinh","7","8","15","22","5","5","0","0","4","7","12","17","7","7","13","7","1","0","1","1","0","0","25","0","3","3","4","12","1","9","3","4","7","5","11","4","2","11","9","0","14","8","15","16","53","1","13","7","26","1","3","0","1","3","3","0","4","0","3","1","1","6","1","2","5","19","27","22","12","19","25","18","7","3","5","10","20","15","7","6","6","3","7","10","15","0","3","0","0","8","1"
"	cần tây","16","9","0","15","9","17","10","7","1","2","4","16","6","3","3","0","16","5","8","5","21","32","3","3","9","2","8","12","5","8","13","10","8","5","8","12","4","6","5","4","1","19","4","4","12","3","7","11","4","1","1","12","29","3","9","7","23","12","5","21","12","5","2","10","2","2","6","10","5","7","2","4","1","5","11","15","5","3","5","5","4","8","5","1","13","5","4","7","9","11","1"
"	qlegg","0","0","22","9","0","2","0","0","2","12","2","1","0","9","1","0","0","1","2","1","7","0","0","5","38","28","41","20","6","17","2","13","8","40","16","7","2","19","29","60","26","12","10","16","16","5","15","6","37","5","2","12","11","13","27","4","11","15","1","6","2","17","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"	gạo st25","1","7","6","11","2","1","5","5","7","5","18","20","6","19","11","2","4","1","2","3","5","2","6","16","8","16","0","7","6","9","1","9","4","4","4","15","19","6","11","22","24","11","6","4","14","9","9","12","15","14","13","3","1","6","8","5","6","2","23","3","5","0","5","9","5","3","9","10","9","9","15","7","10","10","9","8","10","11","8","3","5","3","2","6","6","4","6","6","0","3","4"
"	redbull","5","10","1","1","0","2","6","6","3","7","10","3","14","4","9","12","1","8","7","30","10","3","9","0","5","3","4","4","5","7","1","0","35","36","26","4","4","3","15","1","21","3","11","11","11","9","7","6","13","11","3","3","5","9","6","5","7","3","9","8","15","3","1","0","5","10","16","3","2","2","6","1","3","10","34","11","1","24","10","2","15","6","6","4","5","2","4","9","0","8","0"
"	lotte mart quận 7","10","3","6","28","13","6","11","8","11","5","13","8","59","8","13","13","10","9","1","65","10","13","8","9","2","10","19","22","5","11","11","10","12","7","5","3","4","8","3","8","2","4","4","2","8","7","4","5","3","2","2","2","5","3","9","0","1","6","3","3","4","2","2","15","0","3","1","2","3","1","0","8","6","18","2","3","1","1","0","5","0","4","1","6","1","6","2","4","11","4","2"
"	phô mai mozzarella","4","1","2","6","2","8","15","9","3","9","1","19","23","19","9","9","6","8","10","0","3","3","3","0","21","29","3","9","1","11","12","2","4","6","15","5","0","15","2","9","6","11","2","7","13","3","14","5","7","5","7","9","6","2","2","1","5","3","15","19","2","2","1","4","0","16","8","2","3","3","16","1","3","4","10","3","7","10","2","18","7","7","11","3","11","18","1","2","5","2","3"
"	highlands coffee","8","31","32","22","12","4","3","2","2","4","6","12","2","12","1","12","6","1","8","1","1","1","7","7","8","1","16","5","8","1","3","4","23","4","12","13","11","4","9","4","5","1","8","3","5","4","2","11","8","0","3","15","7","8","16","19","18","13","6","10","10","5","5","4","4","8","6","1","2","2","6","5","11","8","7","2","9","3","7","4","5","8","4","1","9","2","1","2","11","1","1"
"	milo 180ml thùng 48 hộp","7","2","6","11","7","0","6","2","30","13","16","9","14","10","2","13","1","1","2","1","14","8","0","4","10","11","15","0","0","9","2","8","15","0","3","10","21","5","9","2","4","1","1","4","15","4","3","0","5","6","0","2","0","2","6","7","3","4","3","2","3","1","0","0","8","3","3","16","1","30","13","17","13","7","21","10","28","26","7","3","13","8","0","15","2","6","2","1","1","6","0"
"	hảo hảo","3","0","1","5","6","2","5","0","1","3","5","7","2","8","3","2","1","38","2","2","27","8","4","6","28","0","0","2","9","9","5","7","7","2","3","17","15","20","6","6","5","2","6","9","13","20","7","7","3","9","2","23","10","9","4","2","5","4","7","12","8","0","9","0","2","5","5","0","3","9","15","16","1","21","2","0","5","5","1","8","0","16","11","2","0","6","8","1","7","16","0"
"	vinamilk","1","0","1","13","2","2","3","2","6","2","13","17","25","4","6","3","9","5","6","2","3","2","4","9","13","5","1","1","7","6","1","3","5","5","2","3","7","4","6","7","16","5","6","6","9","13","9","1","0","15","9","4","2","8","2","4","3","0","1","1","1","2","5","6","4","3","7","3","1","29","9","12","28","5","10","5","6","3","45","3","4","11","18","8","5","15","5","5","18","9","0"
"	gà ủ muối kiều văn thái?utm_source=google","2","5","6","4","2","6","9","4","3","7","3","0","1","6","5","4","2","2","12","5","1","2","10","2","3","5","7","3","19","6","11","7","5","12","17","10","13","7","5","14","15","3","7","15","17","12","6","11","13","1","7","16","12","17","9","13","9","4","13","3","3","0","2","2","4","5","11","7","5","4","6","2","4","0","10","4","5","8","7","9","2","17","10","8","7","4","5","3","4","4","3"
"	gạo a an nguyễn lương bằng","0","0","0","0","0","0","0","0","3","0","1","9","3","16","7","0","0","0","8","0","8","1","24","10","81","75","13","5","19","1","0","3","3","0","10","2","11","13","12","9","12","4","6","0","0","18","6","0","9","3","8","13","38","37","6","5","10","17","10","0","0","0","4","6","20","7","11","4","0","0","0","0","4","0","2","0","0","1","2","0","0","0","4","0","0","0","0","0","0","0","0"
"	dầu ăn simply","6","2","3","2","0","27","13","9","0","19","25","23","6","25","5","15","26","17","3","1","0","6","8","6","6","1","5","1","8","4","8","0","5","5","6","1","3","12","12","22","13","17","1","5","8","4","8","5","5","13","2","2","5","2","2","0","3","3","0","4","4","2","5","10","1","2","0","8","4","2","4","10","3","14","1","4","22","2","10","9","3","2","6","4","10","2","0","0","0","1","0"
"	coop mart nhiêu lộc","0","0","1","1","0","4","0","0","10","6","0","0","0","1","1","1","0","1","3","2","1","0","0","2","0","1","0","1","0","0","0","1","0","2","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","16","18","32","34","44","53","18","16","18","17","28","1","16","8","0","0","0","0","7","0","0","0","0","6","20","24","21","17","7","9","0","10","9","3","27","12","10","8","22","10"
"	bia sài gòn","2","15","20","21","10","0","16","7","11","4","0","12","2","2","9","1","1","9","7","0","1","4","1","15","12","6","3","6","0","2","3","3","2","1","8","3","5","5","8","17","5","5","2","7","4","11","15","3","3","1","0","4","3","2","9","3","9","3","0","10","4","8","7","2","0","3","6","8","0","4","6","4","11","11","14","20","5","13","5","18","8","8","8","8","5","0","10","12","8","12","1"
"	thịt heo","6","8","2","6","5","6","24","6","0","4","2","7","7","3","11","1","7","7","2","1","1","9","0","10","1","6","12","21","1","7","2","1","7","2","4","0","1","8","3","4","2","4","0","3","21","12","6","18","2","9","0","3","2","10","4","0","2","8","5","3","10","11","11","2","10","0","4","7","5","24","14","8","5","11","4","12","3","8","13","12","5","12","4","17","1","12","6","5","10","2","1"
"	gà","5","0","2","16","1","2","3","5","5","2","2","23","6","3","2","6","10","2","14","2","5","10","16","10","3","6","2","4","10","3","5","10","4","4","5","7","4","4","12","5","3","8","6","15","5","5","6","0","6","5","5","3","4","4","14","2","1","2","3","19","10","3","6","2","4","3","0","9","10","3","8","8","13","13","8","16","4","15","2","5","2","17","13","8","2","4","14","4","2","10","0"
"	bánh mì","5","2","2","1","6","11","2","2","3","9","3","11","10","17","2","6","3","1","2","5","1","4","5","13","3","14","4","11","1","4","2","0","5","0","0","7","5","1","12","5","10","7","9","6","15","10","8","27","1","3","3","10","3","15","6","4","3","3","4","3","10","2","5","3","2","11","12","3","26","5","6","7","4","2","11","1","4","5","2","7","17","26","1","20","3","7","11","4","0","5","0"
"	dưa lưới","6","3","3","11","8","1","2","2","2","4","5","8","5","2","2","11","0","0","8","32","2","6","10","4","1","7","5","1","1","4","7","2","11","5","0","4","21","2","10","11","9","7","6","30","0","9","4","3","3","3","2","11","4","6","3","4","8","7","10","2","6","8","10","2","3","1","15","15","8","14","1","0","3","1","5","6","6","2","15","0","16","7","12","1","0","5","0","4","10","27","1"
"	khoai lang","12","12","0","5","1","1","0","4","5","0","2","14","16","2","6","0","8","10","6","10","4","3","3","7","3","0","2","7","6","14","6","3","16","10","8","7","17","0","3","13","4","1","1","3","3","8","8","4","8","3","6","3","5","1","5","3","7","9","6","1","1","2","2","16","5","4","10","12","4","4","5","11","4","9","24","18","9","2","3","9","8","3","13","10","8","9","7","3","4","7","1"
"	chuối","0","0","5","3","1","2","3","4","2","2","1","12","6","12","16","5","1","5","7","3","5","5","6","10","6","1","5","3","2","7","12","4","14","13","1","5","0","4","2","3","8","5","14","3","6","4","11","2","9","2","8","6","1","3","3","1","6","9","9","7","12","9","16","11","15","4","6","1","15","10","11","3","14","9","7","8","9","2","13","2","3","11","7","2","6","0","2","15","4","13","1"
"	ngôi sao phương nam","5","13","14","21","12","0","3","5","17","7","11","1","11","15","9","13","2","3","14","17","2","0","7","3","5","2","2","11","2","0","0","2","10","7","5","6","2","0","2","1","2","3","3","4","13","11","11","15","42","25","11","11","0","10","0","0","0","9","1","0","1","10","3","1","2","3","4","3","0","9","5","16","4","10","1","0","13","3","5","1","2","3","3","3","1","0","3","0","6","5","0"
"	yomost","4","7","4","5","3","0","13","3","12","10","20","30","5","4","3","2","10","4","6","2","3","1","5","0","2","3","1","1","10","5","10","0","5","7","3","2","1","2","10","11","2","2","5","3","4","13","10","0","1","2","11","0","4","3","3","0","3","2","1","0","3","2","1","5","11","1","1","0","6","3","15","12","2","0","0","10","5","6","10","40","4","8","53","6","9","5","7","8","10","8","1"
"	hàu","2","10","0","1","4","1","1","6","1","3","0","5","4","16","0","6","6","15","7","0","0","20","2","1","0","8","4","6","1","3","14","4","3","3","3","4","5","0","7","9","6","2","2","9","2","5","12","15","6","11","15","2","14","11","8","9","8","2","17","1","14","21","4","3","6","0","3","11","10","6","16","6","1","3","8","10","9","5","11","7","1","6","1","10","7","8","0","6","1","2","0"
"	topmeal","5","5","3","4","2","2","3","0","2","2","1","16","11","9","13","6","4","10","1","3","2","7","7","3","0","11","22","33","5","2","6","7","15","16","19","6","6","0","15","3","12","5","9","7","5","7","8","12","11","6","12","3","8","13","6","0","0","5","6","2","1","7","6","5","2","1","2","1","3","10","3","6","3","4","1","0","0","1","1","9","4","4","12","2","4","4","6","6","1","1","0"
"	lotte","8","4","6","5","9","1","34","6","3","7","6","10","4","2","2","1","0","2","1","1","2","3","1","6","4","5","1","5","1","1","8","1","5","3","33","2","1","0","6","8","1","7","5","7","5","2","3","4","5","3","0","17","16","12","5","1","0","5","7","14","5","3","1","4","3","3","2","8","8","21","6","6","6","12","8","1","10","19","9","8","5","11","14","1","6","1","0","0","0","6","1"
"	vải","3","0","7","3","3","2","2","3","5","19","19","10","11","3","5","4","5","8","15","6","6","5","1","8","7","17","7","4","7","34","10","8","15","7","12","20","7","5","7","12","8","1","10","11","5","11","10","5","6","24","5","11","7","8","6","3","2","7","0","3","7","7","0","0","4","1","9","0","2","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0"
"	dâu tây","2","4","2","4","0","2","6","2","2","1","1","28","15","5","1","9","6","23","16","11","12","6","8","0","8","5","17","11","0","6","5","0","1","6","6","10","1","7","8","7","14","1","5","14","2","3","2","7","7","3","8","0","3","4","3","8","3","2","13","12","6","8","8","7","4","1","2","3","3","0","5","2","7","6","1","4","3","2","3","16","0","3","1","3","0","3","2","1","14","13","0"
"	glucerna","10","4","14","7","7","6","6","6","6","4","4","20","16","16","9","6","4","7","12","5","1","8","4","37","35","10","2","5","8","4","11","12","9","2","14","0","1","6","3","5","7","8","15","9","8","1","3","0","11","5","0","3","8","7","2","13","10","2","3","13","6","4","3","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
